Code article;Désignation;Marque;Famille;Uvc;TVA;Prix d'achat;Marge;Prix de vente HT;Emplacement;Compte comptable achat;Compte comptable vente;Code barre;Code barre Fabricant;Stock
00008116NG;PARE-BRISE V (REF.SOLEIL/REGARD.VIN);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;593.33;;607;707;;;-1
6F0845011ASNVB;PARE-BRISE V CAPTEUR PLUIE (YC EMBASE RETRO);SEAT;DIVERS;Unitaire;20;0,00 €;0;363.51;;607;707;;;-1
VIDANGE ;VIDANGE ;DIVERS;DIVERS;;20;0,00 €;100;133.3333;;607;707;;;-1
1T0845011DQNVB;PARE-BRISE V ATHERMIQUE (YC EMBASE/INTERMITT.4 VIT);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;565.25;;607;707;;;-1
2 PNEUS 225/60/16C;2 PNEUS 225/60/16C;DIVERS;DIVERS;;20;0,00 €;100;158.3333;;607;707;;;-1
PARE-BRISE V ATHERMIQUE ;PARE-BRISE V ATHERMIQUE (YC CALE);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;610.78;;607;707;;;-1
PARE-BRISE V (DEGRAD/REF.SOLEIL/REG.VIN);PARE-BRISE V (DEGRAD/REF.SOLEIL/REG.VIN);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;236.69;;607;707;;;-1
4438ASMR;Enjoliveur pare-brise;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;86.8;;607;707;;;-1
DEFLECTEUR  AVD BOXER PIECE ET MO;DEFLECTEUR  AVD BOXER PIECE ET MO;DIVERS;DIVERS;;20;0,00 €;100;133.3333;;607;707;;;-1
9818042180;GLACE FIXE V PTE AVD (YC CADRE);CITROEN;DIVERS;Unitaire;20;0,00 €;0;174.25;;607;707;;;-1
PARE-BRISE V (REFLECH.SOLEIL);PARE-BRISE V (REFLECH.SOLEIL);NISSAN;DIVERS;Unitaire;20;0,00 €;0;494.4;;607;707;;;-1
PARE-BRISE V ATHERMIQUE ;PARE-BRISE V ATHERMIQUE (INTERMIT/YC EMBASE RETRO);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;477;;607;707;;;-1
86110K4860;PARE-BRISE;HYUNDAI;DIVERS;Unitaire;20;0,00 €;0;740.89;;607;707;;;-1
8X4845501CNVB;LUNETTE V CHAUFFANTE ATHERMIQUE (YC CALES/SURTEINTEE);AUDI;DIVERS;Unitaire;20;0,00 €;0;430.6;;607;707;;;-1
PARE-BRISE V ATHERMIQUE ;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC JT/ACOUSTIQUE);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;793.36;;607;707;;;-1
MO PARE CHOC AV;MO PARE CHOC AV;DIVERS;DIVERS;;20;0,00 €;100;89;;607;707;;;-4
PEINTURE T1;PEINTURE T1;DIVERS;DIVERS;;20;0,00 €;100;79;;607;707;;;-12
PORTE COULISSANTE DROITE;PORTE COULISSANTE DROITE;DIVERS;DIVERS;;20;0,00 €;100;500;;607;707;;;-1
3771AGSZ;Pare-brise vert solar;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;326.05;;607;707;;;-1
A2466701001;PARE-BRISE V CAPTEUR PLUIE (TOIT.PANORAM/DET.VOIE/TV);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;326.54;;607;707;;;-1
60691606;PARE-BRISE V CAPTEUR PLUIE;ALFA-ROMEO;DIVERS;Unitaire;20;0,00 €;0;418.03;;607;707;;;-1
2037ASMH;Enjoliveur pare-brise;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;110.78;;607;707;;;-1
4 PNEUS MICHELIN 225/40/22 ;4 PNEUS MICHELIN 225/40/22 ;DIVERS;DIVERS;;20;0,00 €;100;1500;;607;707;;;-1
6102A830;PARE-BRISE V CHAUFFANT CAPTEUR PLUIE (YC EMBASE/ELECTROCHROME);MITSUBISHI;DIVERS;Unitaire;20;0,00 €;0;968.34;;607;707;;;-1
8200916864;PARE-BRISE V (YC JOINT);RENAULT;DIVERS;Unitaire;20;0,00 €;0;375.36;;607;707;;;-1
00008116VC;PARE-BRISE V CAPTEUR PLUIE (MONT.MULTIPLEXE/TOIT TOLE);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;304.82;;607;707;;;-2
A1696700300;PARE-BRISE V CAPTEUR PLUIE ;MERCEDES;DIVERS;Unitaire;20;0,00 €;0;288.09;;607;707;;;-1
2GA845011AENVB;PARE-BRISE V CAPTEUR PLUIE (+EMBASE+JT);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;510;;607;707;;;-1
UNE VIDANGE COMPLETE;UNE VIDANGE COMPLETE;DIVERS;DIVERS;;20;0,00 €;100;216.6667;;607;707;;;-1
00009201C0;GLACE FIXE V PTE AVG;CITROEN;DIVERS;Unitaire;20;0,00 €;0;34.58;;607;707;;;-1
5G0845011LNVB;PARE-BRISE ATHERMIQUE CAPTEUR PLUIE (CHAUF/I.ROUGE/ASS.CONDUIT);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;978.77;;607;707;;;-1
903000260R;LUNETTE V CHAUFFANTE;RENAULT;DIVERS;Unitaire;20;0,00 €;0;290.1;;607;707;;;-1
802620001R;GLACE FIXE V PTE AVD;RENAULT;DIVERS;Unitaire;20;0,00 €;0;169.71;;607;707;;;-1
DOUBLON FACTURE;DOUBLON FACTURE;DIVERS;DIVERS;;20;0,00 €;100;1003.4917;;607;707;;;1
GLACE AVANT PAVILLON;GLACE AVANT PAVILLON;NISSAN;DIVERS;Unitaire;20;0,00 €;0;1692.57;;607;707;;;-1
KE15010003;KIT COLLAGE GLACE PAVILLON;NISSAN;DIVERS;Unitaire;20;0,00 €;0;70.68;;607;707;;;-1
G2G1689900;JOINT GLACE AVANT PAVILLON;NISSAN;DIVERS;Unitaire;20;0,00 €;0;58.06;;607;707;;;-1
8Z0845099JNVB;PARE-BRISE V AVEC BANDEAU;AUDI;DIVERS;Unitaire;20;0,00 €;0;564.94;;607;707;;;-1
1824479;PARE-BRISE V CAPTEUR PLUIE (YC JOINT/ELECTROCHROME);FORD (EU);DIVERS;Unitaire;20;0,00 €;0;455.06;;607;707;;;-1
9678313580;LUNETTE V CHAUFFANTE (SURTEINTEE);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;252.24;;607;707;;;-1
8200026561;LUNETTE V CHAUFFANTE;RENAULT;DIVERS;Unitaire;20;0,00 €;0;249.46;;607;707;;;-1
51357130361;GLACE FIXE V ATHERMIQUE PTE ARG (AVEC JOINT);BMW;DIVERS;Unitaire;20;0,00 €;0;108.1;;607;707;;;-1
SUPPLEMENTS KIT COLLE ;SUPPLEMENTS KIT COLLE GLACE FIXE;DIVERS;DIVERS;Unitaire;20;0,00 €;0;44;;607;707;;;-2
80A845099ALNVB;PARE-BRISE V ATHERMIQ CHAUFFAN-CAPT/PLUIE (DOUBLE VITRAGE/CAMERA);AUDI;DIVERS;Unitaire;20;0,00 €;0;1262.7;;607;707;;;-1
UH8263901C;PARE-BRISE (CLAIR);MAZDA;DIVERS;Unitaire;20;0,00 €;0;565.38;;607;707;;;-1
UM4650894;JOINT PARE-BRISE;MAZDA;DIVERS;Unitaire;20;0,00 €;0;22.45;;607;707;;;-1
7700351208;PARE-BRISE BL;RENAULT;DIVERS;Unitaire;20;0,00 €;0;509.82;;607;707;;;-1
1J6845051H;LUNETTE CHAUFFANTE;VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;373.1;;607;707;;;-1
1J6845216D;GLACE FIXE V PTE ARD;VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;53.65;;607;707;;;-1
KITS COLLAGE 400ML ;KITS COLLAGE 400ML LUNETTE CHAUFFANTE;DIVERS;DIVERS;Unitaire;20;0,00 €;0;59;;607;707;;;-1
8200427720;GLACE MOBILE V PTE ARG;RENAULT;DIVERS;Unitaire;20;0,00 €;0;143.13;;607;707;;;-1
A-PLUS - 235/60 R17 102H TL A919;A-PLUS - 235/60 R17 102H TL A919;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-4
00008116JV;PARE-BRISE+JOINT+CAPTEUR PLUIE (GPS/RET.ELECTROCH/ACOUST.);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;1505.96;;607;707;;;-1
1P0845051J;LUNETTE V CHAUFFANTE (SAUF VERSION:'LINEA R');SEAT;DIVERS;Unitaire;20;0,00 €;0;365;;607;707;;;-1
GLACE FIXE V ;GLACE FIXE V PTE AVD (YC CADRE+COULISSE);RENAULT;DIVERS;Unitaire;20;0,00 €;0;169.89;;607;707;;;-1
A6397451310;LUNETTE V CHAUFFANTE ATHERMIQUE;MERCEDES;DIVERS;Unitaire;20;0,00 €;0;305.7;;607;707;;;-1
SONDE TEMPERATURE;SONDE DE TEMPERATURE DE FILTRE A PARTICULE;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-1
SILENT BLOC;SILENT BLOC DE FILTRE A PARTICULE;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-1
CAPTEUR TEMPERATURE;CAPTEUR DE TEMPERATURE AVAL DE FILTRE;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-1
803007502R;GLACE MOBILE V PTE AVD;RENAULT;DIVERS;Unitaire;20;0,00 €;0;240.54;;607;707;;;-1
2454519MICHPS5;MICHELIN 225/45 R19 XL 96Y TL PILOT SPORT 5;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-4
8114553800;PHARE COMPLET D (FULL LED);LEXUS;DIVERS;Unitaire;20;0,00 €;0;1373.41;;607;707;;;-1
8118553800;PHARE COMPLET G (FULL LED);LEXUS;DIVERS;Unitaire;20;0,00 €;0;1373.41;;607;707;;;-1
8161053060;FEU DIURNE AVD;LEXUS;DIVERS;Unitaire;20;0,00 €;0;910.26;;607;707;;;-1
8162053060;FEU DIURNE AVG;LEXUS;DIVERS;Unitaire;20;0,00 €;0;910.26;;607;707;;;-2
9833200780;PARE-BRISE V CHAUFFANT CAPTEUR PLUIE (EQUIP.CAMERA);CITROEN;DIVERS;Unitaire;20;0,00 €;0;539.9;;607;707;;;-1
VITRE PARE BRISE AVANT ;VITRE PARE BRISE AVANT ;DIVERS;DIVERS;;20;0,00 €;100;1124;;607;707;;;-1
VITRE LATERAL GAUCHE;VITRE LATERAL GAUCHE;DIVERS;DIVERS;;20;0,00 €;100;439.25;;607;707;;;-1
REMPLACER VITRE PARE BRISE AVANT ;REMPLACER VITRE PARE BRISE AVANT ;DIVERS;DIVERS;;20;0,00 €;100;89;;607;707;;;-5
REMPLACER VITRE LATERAL GAUCHE;REMPLACER VITRE LATERAL GAUCHE;DIVERS;DIVERS;;20;0,00 €;100;89;;607;707;;;-3
6571AGRCHIMVZ;Pare-brise vert solar;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;850.12;;607;707;;;-1
2GA845011AFNVB;PARE-BRISE V CAPTEUR PLUIE (+EMBASE+JT/EQUIP.CAMERA);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;614.26;;607;707;;;-1
A2186701300;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (ASSIST.CONDUITE);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;638.99;;607;707;;;-1
1 JANTE ALU EN 17 POUCE;1 JANTE ALU EN 17 POUCE;DIVERS;DIVERS;;20;0,00 €;100;66.6667;;607;707;;;-1
4 pneus 185/55/15;4 pneus 185/55/15;DIVERS;DIVERS;;20;0,00 €;100;233.3333;;607;707;;;-1
56101F4580;PARE-BRISE V CAPTEUR PLUIE (YC ENJOL+CALES);TOYOTA;DIVERS;Unitaire;20;0,00 €;0;652.47;;607;707;;;-5
A1766702200;PARE-BRISE V CAPTEUR PLUIE (CHGM-VOI/RECON-PANNEAU/TV);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;283.24;;607;707;;;-1
96541113;LUNETTE V CHAUFFANTE;CHEVROLET (EU);DIVERS;Unitaire;20;0,00 €;0;598.71;;607;707;;;-1
727128661R;PARE-BRISE V (POUR FOURG AR VITREE);RENAULT;DIVERS;Unitaire;20;0,00 €;0;371.51;;607;707;;;-1
861102R100;PARE-BRISE V ATHERMIQUE (YC EMBASE RETRO & CALES);HYUNDAI;DIVERS;Unitaire;20;0,00 €;0;420.09;;607;707;;;-1
00008744FK;LUNETTE V CHAUFFANTE (AVEC RECEP.RADIO AMELIORE);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;498.95;;607;707;;;-1
A1647400157;LUNETTE V CHAUFFANTE;MERCEDES;DIVERS;Unitaire;20;0,00 €;0;375.54;;607;707;;;-1
DEFLECTEUR AVANT DROITE CLIO IV;DEFLECTEUR AVANT DROITE CLIO IV;DIVERS;DIVERS;;20;0,00 €;100;81;;607;707;;;-1
VITRE DE CUSTODE D ;VITRE DE CUSTODE D ;DIVERS;DIVERS;;20;0,00 €;100;122.18;;607;707;;;-2
REMPLACER VITRE CUSTODE D;REMPLACER VITRE CUSTODE D;DIVERS;DIVERS;;20;0,00 €;100;89;;607;707;;;-1
225/45R17;225/45R17 91Y FIRESTONE ROADHAWK;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-2
2 PNEUS 195/75/15C CONTI;2 PNEUS 195/75/15C CONTI;DIVERS;DIVERS;;20;0,00 €;100;241.6667;;607;707;;;-1
72752JD010;ENJOLIVEUR PARE-BRISE (POUR T/O VITRE);NISSAN;DIVERS;Unitaire;20;0,00 €;0;104.04;;607;707;;;-2
A2076700800;PARE-BRISE V CAPTEUR PLUIE (ASS.TRAJECT/FEU ROUT-AUTO);MERCEDES;DIVERS;Unitaire;20;0,00 €;0;537.62;;607;707;;;-1
4 pneus +PLAQUETTE AV RENAULT MASTER III;4 pneus +PLAQUETTE AV RENAULT MASTER III;DIVERS;DIVERS;;20;0,00 €;100;383.3333;;607;707;;;-1
2 PNEUS FORD TRANSIT (AY577WY);2 PNEUS FORD TRANSIT (AY577WY);DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;-1
2 PNEUS +VIDANGE CITROEN BERLINGO (FY735BR);2 PNEUS +VIDANGE CITROEN BERLINGO (FY735BR);DIVERS;DIVERS;;20;0,00 €;100;283.3333;;607;707;;;-1
2 PNEUS CITROEN JUMPY (EV794EZ);2 PNEUS CITROEN JUMPY (EV794EZ);DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;-1
PARE BRISE PEUGEOT 207 CAPT;PARE BRISE PEUGEOT 207 CAPT;DIVERS;DIVERS;;20;0,00 €;100;141.6667;;607;707;;;-1
7701209345;GLACE AV PAVILLON;RENAULT;DIVERS;Unitaire;20;0,00 €;0;425.19;;607;707;;;-1
PLAQUETTE ET DISQUE AV +MO;PLAQUETTE ET DISQUE AV +MO;DIVERS;DIVERS;;20;0,00 €;100;125;;607;707;;;-1
PLAQUETTE AR;PLAQUETTE AR;DIVERS;DIVERS;;20;0,00 €;100;50;;607;707;;;-1
9816605880;PARE-BRISE V (EQUIP.CAMERA/INTERMITTENT);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;387.92;;607;707;;;-1
5610176902;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (CAMERA/AFF.TETE HAUTE);LEXUS;DIVERS;Unitaire;20;0,00 €;0;846.01;;607;707;;;-1
7553376020;ENJOLIVEUR SUP PARE-BRISE;LEXUS;DIVERS;Unitaire;20;0,00 €;0;26.76;;607;707;;;-1
4124AGNBL;Pare-brise vert dégradé bleu;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;392.25;;607;707;;;0
86130H1010;ENJOLIVEUR PARE-BRISE;HYUNDAI;DIVERS;Unitaire;20;0,00 €;0;112.48;;607;707;;;0
1 PNEU 335/80/22.5;1 PNEU 335/80/22.5;DIVERS;DIVERS;;20;0,00 €;100;233.3333;;607;707;;;-1
7252AGSV1C;Pare-brise vert solar;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;522.32;;607;707;;;-2
4120AGNBL;Pare-brise vert dégradé bleu;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;557.15;;607;707;;;-1
8612128A00;JOINT PARE-BRISE;HYUNDAI;DIVERS;Unitaire;20;0,00 €;0;38.07;;607;707;;;-1
2436AGNMV1B;Pare-brise vert;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;304.64;;607;707;;;-1
deflecteur avd c3;deflecteur avd c3;DIVERS;DIVERS;;20;0,00 €;100;133.3333;;607;707;;;-1
A4476700101;PARE-BRISE V;MERCEDES;DIVERS;Unitaire;20;0,00 €;0;275.73;;607;707;;;-1
86110H1001;PARE-BRISE V AVEC BANDEAU (VEH:2.9 CDRI 149CH);HYUNDAI;DIVERS;Unitaire;20;0,00 €;0;392.25;;607;707;;;-1
4124ASMR;Enjoliveur pare-brise;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;112.48;;607;707;;;-1
7028AGSVW;Pare-brise vert solar;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;519.5;;607;707;;;-1
PARE-BRISE V ATHERMIQUE ;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (EQUIP.CAMERA);LEXUS;DIVERS;Unitaire;20;0,00 €;0;646.62;;607;707;;;0
GLACE FIXE V ;GLACE FIXE V PTE AVG (YC CADRE);RENAULT;DIVERS;Unitaire;20;0,00 €;0;101.24;;607;707;;;-1
PARE BRISE VERT RENAULT TRAFIC III + MO ;PARE BRISE VERT RENAULT TRAFIC III + MO ;DIVERS;DIVERS;;20;0,00 €;100;258.3333;;607;707;;;-2
5F0845011ALNVB;PARE-BRISE V CAPTEUR PLUIE (ELECTROCHROME);SEAT;DIVERS;Unitaire;20;0,00 €;0;501.27;;607;707;;;-1
PARE-BRISE V ATHERMIQUE ;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (YC JOINTS);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;765.6;;607;707;;;-1
A9066700501;PARE-BRISE;MERCEDES;DIVERS;Unitaire;20;0,00 €;0;248.47;;607;707;;;-1
4F0845099MNVB;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (BANDE/REG.VIN/CHGT VOIE);AUDI;DIVERS;Unitaire;20;0,00 €;0;673.8;;607;707;;;-1
6102B050;PARE-BRISE V CAPTEUR PLUIE (YC ENJOL.SUP ET CALES);MITSUBISHI;DIVERS;Unitaire;20;0,00 €;0;552.4;;607;707;;;-1
6107A019;ENJOLIVEUR SUP PARE-BRISE;MITSUBISHI;DIVERS;Unitaire;20;0,00 €;0;59.93;;607;707;;;-1
2 PNEUS 215/50/18;2 PNEUS 215/50/18;DIVERS;DIVERS;;20;0,00 €;100;166.6667;;607;707;;;-1
00008116HE;PARE-BRISE V ATHERMIQUE (+ENJ+CAL/SAUF 1.6I&1.6HDI);CITROEN;DIVERS;Unitaire;20;0,00 €;0;585.64;;607;707;;;-2
REMPLACER PARE BRISE CAPT CAM TESLA S;REMPLACER PARE BRISE CAPT CAM TESLA S;DIVERS;DIVERS;;20;0,00 €;100;89;;607;707;;;
CAROSSERIE AILE ARRIERE GAUCHE;CAROSSERIE AILE ARRIERE GAUCHE;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-1
CAROSSERIE BAS DE CAISSE DROITE;CAROSSERIE BAS DE CAISSE DROITE;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-1
CAROSSERIE PORTE LATERALE DROITE;CAROSSERIE PORTE LATERALE DROITE;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-1
52112220;PARE-BRISE V ATHERMIQUE (CLIM AUTO/ASS.CHANGM-VOIE);JEEP;DIVERS;Unitaire;20;0,00 €;0;467.76;;607;707;;;0
PARE-BRISE V ATHERMIQUE ;PARE-BRISE V ATHERMIQUE (EQUIP.CLIM AUTO);JEEP;DIVERS;Unitaire;20;0,00 €;0;579.32;;607;707;;;-1
6R3845202;GLACE MOBILE V PTE AVD;VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;122.38;;607;707;;;-1
2 PNEUS 195/70/15C FORD TRANSIT (CK-530-GT);2 PNEUS 195/70/15C FORD TRANSIT (CK-530-GT);DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;-1
51317333830;PARE-BRISE V ATHERMIQUE CAPTEUR PLUIE (AVERTI.SORTIE-VOIE/DEGRAD);BMW;DIVERS;Unitaire;20;0,00 €;0;525.48;;607;707;;;-1
632010F022;VITRE PAVILLON (YC JT+GARNIT./PANORAMIQUE);TOYOTA;DIVERS;Unitaire;20;0,00 €;0;2979.22;;607;707;;;0
REPARATION;REPARATION;DIVERS;DIVERS;;20;0,00 €;100;12.5;;607;707;;;-1
G27006RA1E;PARE-BRISE;NISSAN;DIVERS;Unitaire;20;0,00 €;0;1164.28;;607;707;;;-1
DISQUE PLAQUETTE FREIN ARRIERE ;DISQUE PLAQUETTE FREIN ARRIERE ;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;-1
PLAQUETTE FREIN AVANT ;PLAQUETTE FREIN AVANT ;DIVERS;DIVERS;;20;0,00 €;100;50;;607;707;;;-1
MAIN D'OEUVRE ;MAIN D'OEUVRE ;DIVERS;DIVERS;;20;0,00 €;100;100;;607;707;;;-1
13283516;PARE-BRISE V ATHERMIQUE (ABSORPTION THERMIQUE);OPEL;DIVERS;Unitaire;20;0,00 €;0;624.99;;607;707;;;-1
1611631680;PARE-BRISE V (YC JOINT+CALES);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;345.38;;607;707;;;-2
2015572;PARE-BRISE V CAPTEUR PLUIE (YC EMBASE RET+JOINT+CALES);FORD (EU);DIVERS;Unitaire;20;0,00 €;0;498.1;;607;707;;;0
255/55R18;255/55R18 109Y;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-1
PARE-BRISE V (LAT&AR ;PARE-BRISE V (LAT&AR TREMPE);PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;479.16;;607;707;;;-1
DEFLECTEUR AVG + MAIN D'OEUVRE;DEFLECTEUR AVG + MAIN D'OEUVRE;DIVERS;DIVERS;;20;0,00 €;100;141.6667;;607;707;;;-1
2020016;PARE-BRISE V CHAUFFANT CAPTEUR PLUIE (YC EMBASE RET+JOINT+CALES);FORD (EU);DIVERS;Unitaire;20;0,00 €;0;825.48;;607;707;;;-1
6320102110;VITRE PAVILLON (YC JOINTS);TOYOTA;DIVERS;Unitaire;20;0,00 €;0;1709.12;;607;707;;;-1
8402AGSAMVZ1B;Pare-brise vert solar;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;574.93;;607;707;;;-1
2467RGNH5FD;Glace de porte AVD verte;PILKINGTON (EUROCODE);DIVERS;Unitaire;20;0,00 €;0;95.59;;607;707;;;-1
95518202;PARE-BRISE V (SAUF RETRO.INTERIEUR);OPEL;DIVERS;Unitaire;20;0,00 €;0;506.53;;607;707;;;-1
PNEUS UTILITAIRE;PNEUS UTILITAIRE;DIVERS;DIVERS;;20;0,00 €;100;66.6667;;607;707;;;-53
PARE BRISE VERT RENAULT MIDLUM ;PARE BRISE VERT RENAULT MIDLUM ;DIVERS;DIVERS;;20;0,00 €;100;360;;607;707;;;-1
REMPLACER PARE BRISE VERT RENAULT MIDLUM;REMPLACER PARE BRISE VERT RENAULT MIDLUM;DIVERS;DIVERS;;20;0,00 €;100;89;;607;707;;;
7700785520;ENJOLIVEUR PARE-BRISE;RENAULT;DIVERS;Unitaire;20;0,00 €;0;32.33;;607;707;;;-2
8200005502;GLACE FIXE V PTE AVD;RENAULT;DIVERS;Unitaire;20;0,00 €;0;172.65;;607;707;;;-1
5610105130;PARE-BRISE V CHAUFFANT CAPTEUR PLUIE;TOYOTA;DIVERS;Unitaire;20;0,00 €;0;764.32;;607;707;;;-1
7553105030;ENJOLIVEUR PARE-BRISE;TOYOTA;DIVERS;Unitaire;20;0,00 €;0;97.46;;607;707;;;-1
7L6845099BHNVB;PARE-BRISE V AVEC BANDEAU CAPTEUR PLUIE (REGARD VIN);VOLKSWAGEN;DIVERS;Unitaire;20;0,00 €;0;970;;607;707;;;-1
PARE BRISE VERT FORD FOCUS II;PARE BRISE VERT FORD FOCUS II;DIVERS;DIVERS;;20;0,00 €;100;200;;607;707;;;-1
00009202G8;GLACE FIXE V PTE AVD;PEUGEOT;DIVERS;Unitaire;20;0,00 €;0;675.05;;607;707;;;-1
LUNETTE CLIO III;LUNETTE CLIO III;DIVERS;DIVERS;;20;0,00 €;100;0;;607;707;;;-1
5610102Q61;PARE-BRISE (EQUIP. CAMERA);TOYOTA;DIVERS;Unitaire;20;0,00 €;0;723.27;;607;707;;;-1
1362562080;PARE-BRISE V CAPTEUR PLUIE;FIAT;DIVERS;Unitaire;20;0,00 €;0;642.76;;607;707;;;-1
9825186280;LUNETTE V CHAUFFANTE (SURTEINTEE);CITROEN;DIVERS;Unitaire;20;0,00 €;0;436.57;;607;707;;;-1
8 PNEUS 195/75/16C ;8 PNEUS 195/75/16C ;DIVERS;DIVERS;;20;0,00 €;100;90;;607;707;;;-8
2 PNEUS 185/65/15 TOYOTA  TARIS (GH-522-MT);2 PNEUS 185/65/15 TOYOTA  TARIS (GH-522-MT);DIVERS;DIVERS;;20;0,00 €;100;130;;607;707;;;-1
REPARATION PNEU NISSAN (GJ-158-XS) LE 19/09/2023;REPARATION PNEU NISSAN (GJ-158-XS) LE 19/09/2023;DIVERS;DIVERS;;20;0,00 €;100;12.5;;607;707;;;-1
REPARATION PNEU AVG DACIA (GJ-797-RY) le 03/10/2023;REPARATION PNEU AVG DACIA (GJ-797-RY) le 03/10/2023;DIVERS;DIVERS;;20;0,00 €;100;8.3333;;607;707;;;-1
REPARATION PNEU ARD FORD (CX-469-QP) LE 04/10/2023;REPARATION PNEU ARD FORD (CX-469-QP) LE 04/10/2023;DIVERS;DIVERS;;20;0,00 €;100;12.5;;607;707;;;-1
REPARATION PNEU ARG YARIS (GH-114-SL) LE 09/10/2023;REPARATION PNEU ARG YARIS (GH-114-SL) LE 09/10/2023;DIVERS;DIVERS;;20;0,00 €;100;12.5;;607;707;;;-1
4 PNEUS RENAULT MASTER III LE 14/09/2023;4 PNEUS RENAULT MASTER III LE 14/09/2023;DIVERS;DIVERS;;20;0,00 €;100;300;;607;707;;;-1
2 PNEUS POUR FORD TRANSIT (AY-577-WY) LE 14/09/2023;2 PNEUS POUR FORD TRANSIT (AY-577-WY) LE 14/09/2023;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;-1
2 PNEUS CITROEN BERLINGO (FY-735-BR) ;2 PNEUS CITROEN BERLINGO (FY-735-BR) ;DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;-1
FORFAIT VIDANGE CITROEN BERLINGO (FY-735-BR);FORFAIT VIDANGE CITROEN BERLINGO (FY-735-BR);DIVERS;DIVERS;;20;0,00 €;100;150;;607;707;;;-1
2 PNEUS FORD TRANSIT (DG-626-QL) + 1 PARALELISME;2 PNEUS FORD TRANSIT (DG-626-QL) + 1 PARALELISME;DIVERS;DIVERS;;20;0,00 €;100;230;;607;707;;;-1
2 PNEUS 215/65/16C CITROEN JUMPY (EV-794-EZ);2 PNEUS 215/65/16C CITROEN JUMPY (EV-794-EZ);DIVERS;DIVERS;;20;0,00 €;100;90;;607;707;;;-2
1 PARALELISME OPEL COMBO (GH-373-VM);1 PARALELISME OPEL COMBO (GH-373-VM) LE11/10/2023;DIVERS;DIVERS;;20;0,00 €;100;60;;607;707;;;-1
